id	front	back	tags
durrett_ch5_ehrenfest_chain	Ehrenfest urn chain (5.1 Examples)	With r balls and state k equal to the number in the first urn, p(k,k+1)=(r-k)/r and p(k,k-1)=k/r. Exam use: A canonical finite birth-death chain for reversibility, stationary distributions, and periodicity. Pitfall: The chain alternates parity, so convergence of p^n(k,j) must account for period 2 unless laziness is added.	ehrenfest,birth-death,finite-chain,periodicity
durrett_ch5_wright_fisher_chain	Wright-Fisher transition law (5.1 Examples)	In a population of N genes, the number of A alleles has binomial transition p(i,j)=C(N,j) rho_i^j(1-rho_i)^{N-j}; without mutation rho_i=i/N, with mutation rho_i=(i/N)(1-u)+((N-i)/N)v. Exam use: Use for absorption/fixation problems, martingale hitting probabilities, and finite-chain equilibrium with mutation. Pitfall: Without mutation, 0 and N are absorbing; with positive mutation rates they are not.	wright-fisher,binomial-transition,mutation,absorption
durrett_ch5_mg1_queue_chain	M/G/1 embedded queue chain (5.1 Examples)	At service-start epochs, X_{n+1}=(X_n+xi_{n+1})^+, where P(xi=k-1)=a_k and a_k is the chance k arrivals occur during one service time. Exam use: Use drift E xi=mean arrivals per service minus 1 to classify recurrence and stability. Pitfall: Do not confuse the continuous-time queue with the embedded discrete chain at service-start times.	queue,mg1,reflected-random-walk,drift
durrett_ch5_general_transition_probability	General transition probability (5.2 Construction, Markov Properties)	On a measurable state space, p(x,A) is a transition probability when A -> p(x,A) is a probability measure and x -> p(x,A) is measurable. Exam use: Use this language for chains beyond countable state spaces, including queues and continuous densities. Pitfall: For general spaces, p(x,y) is usually not a number; the kernel is p(x,A).	transition-kernel,measurable-space,general-state-space
durrett_ch5_finite_dimensional_construction	Finite-dimensional construction of a chain (5.2 Construction, Markov Properties)	Given initial law mu and kernel p, the finite-dimensional laws are iterated integrals mu(dx_0)p(x_0,dx_1)...p(x_{n-1},dx_n). Exam use: Justifies statements that a Markov chain with a specified initial distribution and transition kernel exists. Pitfall: The formula gives path probabilities only for measurable cylinder events, then extension supplies the full path law.	construction,finite-dimensional-distributions,path-space
durrett_ch5_expectation_operator_notation	Transition operator notation (5.2 Construction, Markov Properties)	For bounded measurable f, Pf(x)=E_x f(X_1)=integral f(y)p(x,dy); iterates P^n describe n-step expectations. Exam use: Useful for harmonic equations, hitting probabilities, expected hitting times, and martingale checks. Pitfall: The same symbol p may denote a kernel or a matrix; P as an operator acts on functions.	transition-operator,expectation,harmonic-functions
durrett_ch5_markov_property_shift	Markov property with path shifts (5.2 Construction, Markov Properties)	For bounded future functionals Y, E_x[Y o theta_n | F_n]=E_{X_n}Y. Exam use: Transforms future-path questions after time n into a fresh chain started at X_n. Pitfall: The future functional must be evaluated on the shifted path; forgetting the shift changes the event.	markov-property,shift-operator,monotone-class
durrett_ch5_chapman_kolmogorov	Chapman-Kolmogorov equations (5.2 Construction, Markov Properties)	The n-step kernels satisfy p^{m+n}(x,z)=sum_y p^m(x,y)p^n(y,z) in countable spaces, with the analogous integral formula in general spaces. Exam use: Compute multi-step transitions, prove communication, and derive renewal decompositions for return probabilities. Pitfall: For general spaces, replace sums over y by integration against p^m(x,dy).	chapman-kolmogorov,n-step-transition,semigroup
durrett_ch5_strong_markov_property	Strong Markov property (5.2 Construction, Markov Properties)	At a stopping time T, the post-T process behaves like a fresh chain started from X_T on the event T<infinity. Exam use: The main engine for hitting-time decompositions, renewal arguments, recurrence proofs, and reflection arguments. Pitfall: T must be a stopping time; optional-looking random times that see the future do not qualify.	strong-markov,stopping-time,hitting-times
durrett_ch5_hitting_return_decomposition	Hitting and return time decomposition (5.2 Construction, Markov Properties)	Events involving visits to a state or set can be decomposed at the first hitting time and restarted by the strong Markov property. Exam use: Use for equations like P_x(T_z<infinity) >= P_x(T_y<infinity)P_y(T_z<infinity) and for first-step analysis. Pitfall: Use T_y=inf{n>=1:X_n=y} for returns and V_A=inf{n>=0:X_n in A} for entrance; the indexing matters.	hitting-time,return-time,first-step-analysis
durrett_ch5_reflection_principle	Reflection principle for symmetric random walk (5.2 Construction, Markov Properties)	For one-dimensional simple symmetric random walk, paths crossing a level can be reflected after the first hitting time to convert maximum events into endpoint events. Exam use: Fast route to distributions of maxima and hitting probabilities for simple random walk. Pitfall: The clean reflection bijection uses symmetry and nearest-neighbor increments; it does not transfer unchanged to arbitrary walks.	reflection-principle,simple-random-walk,maximum
durrett_ch5_recurrence_visit_criterion	Expected visits criterion (5.3 Recurrence and Transience)	A state y is recurrent iff E_y N(y)=sum_n p^n(y,y)=infinity; if transient this expected visit count is finite. Exam use: Use Green-function sums to classify states, especially for random walks. Pitfall: The criterion is for visits starting from y; from another x, accessibility must be handled separately.	recurrence,transience,green-function,return-count
durrett_ch5_communication_recurrence_transfer	Recurrence transfers through communication (5.3 Recurrence and Transience)	If x is recurrent and rho_xy>0, then y is recurrent and rho_yx=1. Exam use: Shows recurrence is a class property inside communicating classes. Pitfall: Accessibility in only one direction is not symmetric unless recurrence is known.	communication,recurrence-class,irreducibility
durrett_ch5_finite_closed_recurrent_class	Finite closed classes contain recurrent states (5.3 Recurrence and Transience)	Every finite closed set contains a recurrent state; if the finite closed set is irreducible, all its states are recurrent. Exam use: Use to classify finite Markov chains and prove absorbing/recurrent structure. Pitfall: The set must be closed; otherwise the chain can leave and never return.	finite-chain,closed-class,recurrence
durrett_ch5_decomposition_theorem	Decomposition theorem (5.3 Recurrence and Transience)	The recurrent states split into disjoint irreducible closed classes, while every transient state is visited only finitely often almost surely. Exam use: Organizes the long-run behavior of countable chains before stationary distributions enter. Pitfall: Closed recurrent classes need not be finite; irreducibility is within each class, not necessarily the whole state space.	decomposition,recurrent-classes,transient-states
durrett_ch5_foster_supermartingale_recurrence	Foster-type recurrence criterion (5.3 Recurrence and Transience)	For an irreducible chain, a nonnegative function phi with E_x phi(X_1)<=phi(x) off a finite set and phi(x)->infinity can force recurrence. Exam use: A powerful recurrence test for birth-death chains, queues, and chains with inward drift. Pitfall: Check the direction of drift carefully; superharmonic behavior outside a finite set is the recurrence signal.	foster-criterion,supermartingale,lyapunov,recurrence
durrett_ch5_birth_death_scale_function	Birth-death scale function (5.3 Recurrence and Transience)	For a birth-death chain, harmonic scale functions solve p_x h(x+1)+q_x h(x-1)=h(x) and give explicit two-sided hitting probabilities. Exam use: Use for gambler's ruin probabilities and recurrence tests on {0,1,2,...}. Pitfall: Boundary conventions at 0 matter; write the model's p_0 and q_0 before applying formulas.	birth-death,scale-function,hitting-probability
durrett_ch5_birth_death_recurrence_test	Birth-death recurrence test (5.3 Recurrence and Transience)	For a birth-death chain on nonnegative integers, recurrence of 0 is determined by divergence of the scale sum built from products q_i/p_i. Exam use: High-yield test for nearest-neighbor chains with state-dependent drift. Pitfall: Small asymptotic drift terms such as C/j can decide the boundary between recurrence and transience.	birth-death,recurrence-test,scale-sum
durrett_ch5_random_walk_recurrent_values	Recurrent values form a closed subgroup (5.4 Recurrence of Random Walks Starred Section)	For a random walk on R^d, the set of recurrent values is either empty or a closed subgroup of R^d. Exam use: Clarifies what recurrence can mean outside lattice state spaces. Pitfall: Returning near a value is a topological notion in R^d, not necessarily exact equality.	random-walk,recurrent-values,closed-subgroup
durrett_ch5_random_walk_recurrence_equivalences	Equivalent random-walk recurrence criteria (5.4 Recurrence of Random Walks Starred Section)	For random walks, recurrence can be characterized by infinitely many visits to neighborhoods, divergence of occupation sums, and Green-function criteria. Exam use: Choose the criterion that matches the data: local probabilities, characteristic functions, or limit theorems. Pitfall: The exact form differs between lattice and nonlattice settings; keep the state-space topology visible.	random-walk,recurrence-criteria,green-function
durrett_ch5_simple_random_walk_dimension	Simple random walk recurrence by dimension (5.4 Recurrence of Random Walks Starred Section)	Simple random walk is recurrent in dimensions 1 and 2 and transient in dimensions 3 and higher. Exam use: A central classification result and a common comparison model for Markov-chain recurrence. Pitfall: Parity affects exact return times but not the convergence/divergence classification.	simple-random-walk,dimension,recurrence,transience
durrett_ch5_chung_fuchs_one_dimension	Chung-Fuchs one-dimensional recurrence pattern (5.4 Recurrence of Random Walks Starred Section)	In one dimension, centered weak-law behavior is the key condition behind recurrence for broad random walks. Exam use: Use when increments are not nearest-neighbor but have no drift on the natural scale. Pitfall: Nonzero drift typically pushes the walk to infinity and destroys recurrence.	chung-fuchs,one-dimensional-random-walk,drift
durrett_ch5_two_dimensional_normal_recurrence	Two-dimensional normal-limit recurrence (5.4 Recurrence of Random Walks Starred Section)	A two-dimensional random walk with S_n/sqrt(n) converging to a nondegenerate normal law is recurrent. Exam use: Recognize recurrence for centered finite-variance planar walks. Pitfall: A degenerate limiting covariance needs separate lower-dimensional analysis.	two-dimensional-random-walk,normal-limit,recurrence
durrett_ch5_fourier_recurrence_criterion	Fourier recurrence criterion (5.4 Recurrence of Random Walks Starred Section)	Random-walk recurrence can be tested through integrals involving 1/(1-phi(t)), where phi is the increment characteristic function. Exam use: Useful for non-nearest-neighbor walks and for proving no truly three-dimensional walk is recurrent. Pitfall: The singularity near t=0 is decisive; away from zero the integral is usually harmless.	fourier,characteristic-functions,recurrence
durrett_ch5_no_truly_three_dimensional_recurrence	No truly three-dimensional recurrent random walk (5.4 Recurrence of Random Walks Starred Section)	A random walk with genuinely three-dimensional increment support cannot be recurrent. Exam use: Use as a broad transience result beyond simple random walk. Pitfall: If the walk actually lives in a lower-dimensional subgroup, reduce the dimension before applying the theorem.	three-dimensional,random-walk,transience,fourier
durrett_ch5_stationary_measure_definition	Stationary measures and distributions (5.5 Stationary Measures)	A measure mu is stationary when mu p=mu; if mu(S)=1 it is a stationary distribution. Exam use: Find equilibria, normalize invariant measures, and connect long-run proportions to return times. Pitfall: An infinite stationary measure need not be a probability distribution and does not by itself imply equilibrium probabilities.	stationary-measure,invariant-measure,equilibrium
durrett_ch5_reversibility_detailed_balance	Reversibility and detailed balance (5.5 Stationary Measures)	If mu(x)p(x,y)=mu(y)p(y,x) for all x,y, then mu is stationary and the chain is reversible under mu. Exam use: The fastest way to find stationary distributions for birth-death, Ehrenfest, and many urn chains. Pitfall: Detailed balance is sufficient but not necessary for stationarity unless reversibility is required.	reversibility,detailed-balance,stationary-distribution
durrett_ch5_kolmogorov_cycle_condition	Kolmogorov cycle condition (5.5 Stationary Measures)	For an irreducible chain, reversibility is characterized by equality of transition-probability products around every directed cycle and its reverse. Exam use: Use to test whether a proposed chain can be reversible without solving for pi first. Pitfall: The condition is about all cycles; checking only two-state moves can miss circulation.	kolmogorov-cycle,reversibility,cycles
durrett_ch5_stationary_measure_from_returns	Stationary measure from one recurrent cycle (5.5 Stationary Measures)	If x is recurrent and T_x is the first positive return time, then expected occupation counts before T_x define a stationary measure with mass 1 at x. Exam use: Construct invariant measures for recurrent irreducible chains without guessing. Pitfall: The measure may have infinite total mass when the chain is null recurrent.	occupation-measure,regeneration,stationary-measure,return-time
durrett_ch5_stationary_measure_uniqueness_recurrent	Uniqueness of stationary measure in irreducible recurrent chains (5.5 Stationary Measures)	For an irreducible recurrent countable chain, the stationary measure is unique up to constant multiples. Exam use: Lets you identify all invariant measures once one candidate is found. Pitfall: Uniqueness up to scale does not mean a stationary distribution exists; total mass may be infinite.	irreducible,recurrent,stationary-measure,uniqueness
durrett_ch5_positive_recurrence_return_time	Stationary probability and mean return time (5.5 Stationary Measures)	For an irreducible chain with stationary distribution pi, pi(y)=1/E_y T_y, so states with finite mean return time are positive recurrent. Exam use: Compute stationary probabilities through expected return times and classify positive versus null recurrence. Pitfall: Recurrence only says T_y is finite almost surely; positive recurrence requires finite expectation.	positive-recurrence,mean-return-time,stationary-distribution
durrett_ch5_positive_recurrence_equivalences	Positive recurrence equivalences (5.5 Stationary Measures)	For an irreducible chain, existence of a stationary distribution, finite mean return times, and positive recurrence are equivalent. Exam use: A standard checklist for proving an irreducible chain has an equilibrium law. Pitfall: In infinite state spaces, irreducible recurrent chains can be null recurrent and fail to have a stationary distribution.	positive-recurrence,stationary-distribution,return-times
durrett_ch5_birth_death_stationary_distribution	Birth-death stationary distribution (5.5 Stationary Measures)	For birth-death chains, detailed balance gives pi(x) proportional to products of birth rates divided by death rates, if the normalizing sum is finite. Exam use: Fast equilibrium computation for queues, Ehrenfest-type chains, and one-dimensional population models. Pitfall: The unnormalized weights may define an invariant measure even when their sum diverges.	birth-death,stationary-distribution,detailed-balance
durrett_ch5_mg1_stability_stationarity	M/G/1 stability and stationarity (5.5 Stationary Measures)	For the embedded M/G/1 queue, stability/positive recurrence occurs when the mean number of arrivals during one service time is less than 1. Exam use: Use drift less than zero as the queue stability condition. Pitfall: Recurrence and stationary behavior fail at or above critical load in different ways; do not treat mu=1 as stable.	mg1,queue-stability,positive-recurrence,drift
durrett_ch5_renewal_limit_return_probabilities	Renewal limit for return probabilities (5.6 Asymptotic Behavior)	If y is recurrent, then p^n(y,y) has asymptotics governed by the renewal theorem for the return-time distribution; positive recurrence gives limits tied to 1/E_y T_y. Exam use: Explains why return-time periods and mean cycle lengths control long-run transition probabilities. Pitfall: Periodicity can force p^n(y,y)=0 on many n, so limits may only exist along arithmetic subsequences.	renewal-theorem,return-probabilities,asymptotics
durrett_ch5_period_definition	Period of a state (5.6 Asymptotic Behavior)	The period of state x is the greatest common divisor of {n>=1:p^n(x,x)>0}; irreducible communicating states share the same period. Exam use: Check whether convergence to stationarity can hold at every time or only along residue classes. Pitfall: A chain can be irreducible and positive recurrent but still fail ordinary convergence because of period greater than 1.	periodicity,aperiodic,irreducibility
durrett_ch5_aperiodic_convergence_theorem	Aperiodic convergence theorem (5.6 Asymptotic Behavior)	If a countable chain is irreducible, aperiodic, and has stationary distribution pi, then p^n(x,y) -> pi(y). Exam use: Main equilibrium convergence theorem for prelim Markov-chain problems. Pitfall: Irreducible and stationary are not enough; without aperiodicity the raw n-step probabilities may oscillate.	convergence-to-stationarity,aperiodic,coupling,positive-recurrence
durrett_ch5_coupling_for_finite_chains	Coupling bound for convergence (5.6 Asymptotic Behavior)	If two copies of a Markov chain are run together after meeting, then total variation distance is bounded by the probability their coupling time exceeds n. Exam use: Use for finite irreducible aperiodic chains and for quantitative convergence estimates. Pitfall: The coupling must preserve the correct marginal transition law for each coordinate.	coupling,total-variation,mixing
durrett_ch5_additive_functional_lln	Strong law for additive functionals (5.6 Asymptotic Behavior)	For an irreducible positive recurrent chain with stationary law pi, time averages of suitable f(X_n) converge to sum_x pi(x)f(x). Exam use: Use to turn long-run sample averages into stationary expectations. Pitfall: Integrability under pi is essential; positive recurrence alone does not control arbitrary unbounded rewards.	ergodic-theorem,additive-functional,time-average
durrett_ch5_periodic_convergence_classes	Periodic cyclic classes (5.7 Periodicity, Tail Sigma-Field Starred Section)	For an irreducible recurrent chain of period d, the state space splits into d cyclic classes and the d-step chain on each class is aperiodic. Exam use: Use to repair convergence statements for periodic chains by passing to subsequences n congruent to r mod d. Pitfall: The stationary distribution is still a distribution on all states, but mass is visited cyclically rather than approached at all times.	periodicity,cyclic-classes,periodic-convergence
durrett_ch5_periodic_convergence_theorem	Periodic convergence theorem (5.7 Periodicity, Tail Sigma-Field Starred Section)	For irreducible positive recurrent chains with period d, p^n(x,y) converges along the compatible residue class to d*pi(y) and is zero on incompatible residues. Exam use: Use when examples such as simple random walk on bipartite graphs oscillate forever. Pitfall: The factor d appears because the d-step chain's stationary law is pi restricted to one cyclic class and renormalized.	periodic-convergence,cyclic-classes,stationary-distribution
durrett_ch5_tail_sigma_field_triviality_pattern	Tail sigma-field triviality via coupling (5.7 Periodicity, Tail Sigma-Field Starred Section)	For suitable irreducible recurrent chains, tail events have probability 0 or 1 because coupled copies eventually share the same future behavior. Exam use: Use for zero-one laws about eventual behavior of recurrent Markov chains and simple random walk. Pitfall: Tail events are not the same as invariant events at a fixed time; they ignore every finite prefix.	tail-sigma-field,zero-one-law,coupling
durrett_ch5_harris_recurrence	Harris recurrence (5.8 General State Space Starred Section)	A general-state Markov chain is Harris recurrent when it repeatedly hits every set of positive reference measure from relevant starting points. Exam use: Use as the general-state analogue of irreducible recurrence. Pitfall: In continuous spaces, single points often have probability zero, so point-return definitions are too strong or meaningless.	harris-recurrence,general-state-space,reference-measure
durrett_ch5_small_set_split_chain	Small sets and split-chain idea (5.8 General State Space Starred Section)	A small set has a minorization that lets one split transitions into regeneration attempts and residual motion. Exam use: The conceptual bridge from countable recurrent-chain proofs to Harris-chain stationary and convergence theorems. Pitfall: Minorization is a structural condition; it is not just positive probability of hitting a set.	small-set,minorization,split-chain,regeneration
durrett_ch5_harris_stationary_measure	Stationary measure for recurrent Harris chains (5.8 General State Space Starred Section)	In the recurrent Harris setting, there is a sigma-finite stationary measure, and it is unique up to scale under the appropriate irreducibility assumptions. Exam use: Generalizes countable-state invariant-measure construction to continuous state spaces. Pitfall: Sigma-finite stationary measure is not automatically a stationary distribution; total mass decides positive recurrence.	harris-chain,stationary-measure,sigma-finite,regeneration
durrett_ch5_harris_convergence_theorem	Aperiodic Harris convergence theorem (5.8 General State Space Starred Section)	An aperiodic positive recurrent Harris chain with stationary distribution converges to that stationary distribution in total variation from suitable starting laws. Exam use: Use for continuous-state Markov models where transition densities make pointwise matrix methods unavailable. Pitfall: The theorem requires Harris recurrence and aperiodicity; a stationary density alone may not give convergence from every start.	harris-chain,total-variation,convergence,aperiodic
durrett_ch5_gig1_queue_storage_model	GI/G/1 queue as a reflected random walk (5.8 General State Space Starred Section)	The waiting-time recursion W_{n+1}=(W_n+eta_n-zeta_n)^+ is a general-state Markov chain and storage model. Exam use: Use drift E eta < E zeta for stability and Harris-chain tools for stationary waiting-time distributions. Pitfall: The embedded workload is continuous-state, so countable transition-matrix formulas do not apply directly.	gig1,storage-model,reflected-random-walk,harris-chain
durrett_ch6_stationary_sequence_definition	Stationary sequence (6.1 Definitions and Examples)	A sequence X_0, X_1, ... is stationary when each shifted finite block has the same law as the original block. Exam use: Use as the entry point for ergodic averages, stationary Markov chains, rotations, and stationary increments. Pitfall: Stationarity is distributional, not pathwise equality; it does not imply independence.	stationarity,finite-dimensional-laws,shift
durrett_ch6_measure_preserving_shift_model	Measure-preserving transformation model (6.1 Definitions and Examples)	Every stationary sequence on a nice state space can be represented as X_n(omega)=X(phi^n omega) for a measure-preserving map phi. Exam use: Lets all ergodic-theorem statements be proved for one abstract dynamical system. Pitfall: The representation changes the sample space; it preserves laws but not necessarily the user's original probability space.	measure-preserving,shift-space,stationary-process
durrett_ch6_invariant_sigma_field	Invariant events and invariant sigma-field (6.1 Definitions and Examples)	An event A is invariant if phi^{-1}A=A up to null sets; the invariant events form the sigma-field I. Exam use: The limit in Birkhoff's theorem is the conditional expectation onto I. Pitfall: Invariant means unchanged under the transformation, not merely high probability overlap after one shift.	invariant-events,sigma-field,conditional-expectation
durrett_ch6_ergodicity_definition	Ergodicity (6.1 Definitions and Examples)	A measure-preserving transformation is ergodic when every invariant event has probability 0 or 1. Exam use: Use ergodicity to turn Birkhoff limits E(X|I) into constants EX. Pitfall: Ergodic is stronger than stationary and different from independent; periodic examples can be stationary but not mixing.	ergodicity,invariant-events,0-1-law
durrett_ch6_iid_shift_ergodic	IID shifts are ergodic (6.1 Definitions and Examples)	For an iid sequence, invariant shift events lie in the tail sigma-field, so Kolmogorov's 0-1 law implies ergodicity. Exam use: Explains why Birkhoff's theorem recovers the strong law for iid sequences. Pitfall: The tail sigma-field argument uses iid independence; it is not automatic for every stationary sequence.	iid,tail-sigma-field,ergodic
durrett_ch6_stationary_markov_chain_ergodic	Stationary Markov chain ergodicity criterion (6.1 Definitions and Examples)	A countable-state Markov chain started in a positive stationary distribution is ergodic exactly when the chain is irreducible. Exam use: Use for time averages of irreducible positive recurrent chains. Pitfall: Irreducibility makes I trivial, but periodic chains may still have a nontrivial tail sigma-field.	markov-chains,irreducibility,stationary-distribution
durrett_ch6_circle_rotation_ergodicity	Circle rotation ergodicity (6.1 Definitions and Examples)	Rotation x -> x+theta mod 1 is ergodic under Lebesgue measure when theta is irrational and not ergodic when theta is rational. Exam use: The canonical deterministic example where ergodic averages behave like probabilistic averages. Pitfall: Rational rotations have finite orbits and many invariant unions of orbit slices.	circle-rotation,fourier-series,irrational
durrett_ch6_functions_of_stationary_processes	Functions of stationary processes (6.1 Definitions and Examples)	Measurable functions of the future of a stationary process form another stationary process; ergodicity is inherited under such factors. Exam use: Useful for creating stationary indicator, block, or return-time processes. Pitfall: The function must be applied in a shift-compatible way; arbitrary time-dependent functions can destroy stationarity.	stationary-factors,measurable-functions,ergodicity
durrett_ch6_birkhoff_ergodic_theorem	Birkhoff ergodic theorem (6.2 Birkhoff's Ergodic Theorem)	For X in L1, the time averages n^{-1} sum_{m<n} X(phi^m omega) converge almost surely and in L1 to E(X|I). Exam use: Main tool for replacing long-run empirical averages by conditional or ordinary means. Pitfall: Without ergodicity the limit is random: it is E(X|I), not necessarily EX.	birkhoff,ergodic-theorem,time-averages
durrett_ch6_maximal_ergodic_lemma	Maximal ergodic lemma (6.2 Birkhoff's Ergodic Theorem)	For partial sums S_k of X along a measure-preserving orbit and M_k=max(0,S_1,...,S_k), one has E(X; M_k>0) >= 0. Exam use: The key technical inequality behind Birkhoff's pointwise convergence proof. Pitfall: It is an integration inequality, not a direct maximal probability bound; track the set {M_k>0}.	maximal-ergodic-lemma,partial-sums,birkhoff-proof
durrett_ch6_strong_law_from_birkhoff	Strong law as an ergodic theorem (6.2 Birkhoff's Ergodic Theorem)	For iid X_m in L1, Birkhoff gives n^{-1} sum_{m<n} X_m -> E X_0 almost surely and in L1. Exam use: Use as a conceptual shortcut from Chapter 2 LLNs to general stationary sequences. Pitfall: The theorem needs integrability; for nonintegrable iid variables this conclusion can fail.	strong-law,iid,birkhoff
durrett_ch6_markov_chain_time_average	Stationary Markov chain time averages (6.2 Birkhoff's Ergodic Theorem)	For an irreducible countable-state Markov chain started from its stationary distribution pi, n^{-1} sum_{m<n} f(X_m) -> sum_x f(x) pi(x) for pi-integrable f. Exam use: Recovers the long-run frequency and reward law for positive recurrent Markov chains. Pitfall: The statement is under stationarity; nonstationary initial laws need an additional argument.	markov-chains,time-averages,stationary-distribution
durrett_ch6_weyl_equidistribution	Weyl equidistribution from irrational rotation (6.2 Birkhoff's Ergodic Theorem)	For irrational theta, the orbit x+n theta mod 1 visits every interval [a,b) with limiting frequency b-a for every starting x. Exam use: Use for deterministic averaging and number-theoretic distribution mod 1. Pitfall: Birkhoff first gives almost-every starting point; the interval theorem needs extra work for every x.	equidistribution,irrational-rotation,intervals
durrett_ch6_benford_law_powers	Benford law for powers (6.2 Birkhoff's Ergodic Theorem)	If log_10 2 is irrational, the first digit of 2^m has limiting frequency log_10((k+1)/k) for digit k. Exam use: A memorable application of equidistribution to leading-digit asymptotics. Pitfall: Benford frequencies describe a limiting distribution, not exact finite-sample frequencies.	benford-law,equidistribution,first-digits
durrett_ch6_lp_upgrade_birkhoff	Lp convergence upgrade (6.2 Birkhoff's Ergodic Theorem)	If X is in Lp for p>1, the Birkhoff averages converge in Lp as well as almost surely. Exam use: Useful when a problem asks for convergence in norm rather than only almost surely. Pitfall: Do not infer Lp convergence from L1 convergence without an Lp bound or uniform integrability.	lp-convergence,uniform-integrability,birkhoff
durrett_ch6_range_growth_stationary_increments	Range growth for stationary increments (6.3 Recurrence)	For a stationary-increment walk S_n, the range R_n=|{S_1,...,S_n}| satisfies R_n/n -> E(1_A|I), where A is the event of never returning to 0 after time 0. Exam use: Connects recurrence questions to an ergodic average of escape events. Pitfall: The limit is conditional on I; only in ergodic cases does it reduce to P(A).	range,stationary-increments,recurrence
durrett_ch6_zero_drift_integer_recurrence	Zero conditional drift implies recurrence on Z (6.3 Recurrence)	For stationary integer-valued increments with E|X_1|<infinity and E(X_1|I)=0, the walk returns to 0 infinitely often almost surely. Exam use: Generalizes the Chung-Fuchs recurrence intuition beyond iid increments. Pitfall: The condition is E(X_1|I)=0, not merely EX_1=0; mixtures of positive and negative drifts are counterexamples.	recurrence,zero-drift,stationary-increments
durrett_ch6_stationary_return_times_kac	Kac return-time theorem (6.3 Recurrence)	For a stationary process that hits A almost surely, the successive return gaps to A are stationary under P(.|X_0 in A), and E(T_1|X_0 in A)=1/P(X_0 in A). Exam use: Turns visits to a set into regenerative cycles and recovers mean return time 1/pi(x) for Markov chains. Pitfall: Conditioning on X_0 in A is essential; the first waiting time from an arbitrary stationary time has a length-biased flavor.	kac,return-times,stationary-processes
durrett_ch6_cycle_trick_stationary_measure	Cycle trick for stationary measures (6.3 Recurrence)	Expected occupation of B during a return cycle to A equals P(X_0 in B)/P(X_0 in A) when A and B are disjoint and A is recurrent. Exam use: Useful for constructing stationary measures of Markov chains from excursions. Pitfall: The denominator is the stationary mass of A; the formula is not a conditional probability of hitting B before returning.	cycle-trick,occupation-times,stationary-measure
durrett_ch6_stationary_renewal_waiting_time	Stationary renewal waiting-time bias (6.3 Recurrence)	For a stationary {0,1} process conditioned on X_0=1, the first return law satisfies Pbar(T_1=n)=Pbar(T_1>=n)/Ebar T_1 in the iid-gap renewal case. Exam use: Explains inspection-paradox corrections in stationary renewal processes. Pitfall: The distribution seen from a stationary time differs from the raw interarrival distribution.	renewal,return-time,inspection-paradox
durrett_ch6_subadditive_ergodic_theorem	Subadditive ergodic theorem (6.4 A Subadditive Ergodic Theorem)	For a stationary subadditive array X_{m,n} with integrability and a linear lower expectation bound, X_{0,n}/n converges almost surely and in L1 to a limit with mean inf_m E X_{0,m}/m. Exam use: The main tool for limits of optimal costs, passage times, longest subsequences, and products. Pitfall: Check the exact stationarity assumptions; Liggett's version is weaker than Kingman's original in useful applications.	subadditive-ergodic-theorem,kingman,liggett
durrett_ch6_fekete_expectation_step	Fekete step for expected subadditive arrays (6.4 A Subadditive Ergodic Theorem)	If a_n=E X_{0,n} and a_m+a_{n-m}>=a_n, then a_n/n converges to inf_m a_m/m. Exam use: Use whenever the deterministic expectation part of a subadditive theorem appears. Pitfall: The inequality direction is easy to mix up because the array convention is X_{0,m}+X_{m,n}>=X_{0,n}.	fekete,expectations,subadditivity
durrett_ch6_birkhoff_as_additive_case	Birkhoff as the additive special case (6.4 A Subadditive Ergodic Theorem)	If X_{m,n}=xi_{m+1}+...+xi_n for a stationary integrable sequence, then the subadditive theorem reduces to Birkhoff. Exam use: A quick consistency check for the hypotheses of the subadditive theorem. Pitfall: Do not lose the indexing: X_{m,n} covers increments after m through n.	additive-case,stationary-sequence,birkhoff
durrett_ch6_range_subadditive_example	Range as a subadditive example (6.4 A Subadditive Ergodic Theorem)	The number of distinct sites visited between times m+1 and n is subadditive, so the normalized range has an almost sure and L1 limit. Exam use: Provides a second route to existence of range-growth rates even when the rate is not identified. Pitfall: The theorem gives existence of the limit, not the recurrence classification by itself.	range,random-walk,subadditivity
durrett_ch6_longest_common_subsequence_limit	Longest common subsequence limit (6.4 A Subadditive Ergodic Theorem)	For two ergodic stationary sequences, the longest common subsequence length L_{0,n} satisfies L_{0,n}/n -> gamma, where gamma=sup_m E L_{0,m}/m. Exam use: Recognize optimization lengths as candidates for subadditive limits. Pitfall: The theorem proves existence of gamma but usually not its numerical value.	longest-common-subsequence,superadditivity,ergodic-limit
durrett_ch6_random_matrix_products	Products of positive random matrices (6.5 Applications)	For stationary positive matrices with integrable log entries, n^{-1} log of product entries converges almost surely to a common growth rate. Exam use: A probability route to Lyapunov-exponent-type limits. Pitfall: Strict positivity and log-integrability matter; zeros or heavy tails can break the logarithmic comparison.	random-matrices,lyapunov-exponent,subadditivity
durrett_ch6_increasing_subsequence_permutation	Increasing subsequences in random permutations (6.5 Applications)	Poissonizing random permutations and applying subadditivity shows the longest increasing subsequence has an n^{1/2} order limit constant. Exam use: A classic example of turning a combinatorial optimization problem into an ergodic limit. Pitfall: The subadditive argument gives the existence of the constant; identifying it as 2 requires deeper work.	random-permutations,longest-increasing-subsequence,poissonization
