id	front	back	tags
exercise_method_bridge_remaining_time_martingale	Bridge divided by remaining time is a martingale	Use E(B_t^0|B_s^0)=((1-t)/(1-s))B_s^0 to show B_t^0/(1-t) is a martingale; L2 norms grow like t/(1-t), so it is not L2 bounded. Use case: Exercise 8.4.4; bridge martingales and terminal singularity checks.	brownian-bridge,martingale,l2-boundedness,transition-kernel
exercise_method_heavy_tail_jump_obstruction_lil	Heavy-tailed jumps obstruct LIL scaling	If E|X|^alpha is infinite with alpha<2, tail sums at scale n^{1/alpha} diverge; Borel-Cantelli gives infinitely many huge increments, forcing adjacent partial sums above sqrt(n log log n) scale. Use case: Exercise 8.5.1 and necessity intuition for finite variance in LIL.	lil,heavy-tail,borel-cantelli,large-jumps
exercise_method_strassen_endpoint_limit_set	Scalar LIL limit set from Strassen endpoint evaluation	Apply the continuous map f -> f(1) to Strassen's compact LIL limit set; Cauchy-Schwarz bounds endpoints by [-1,1], and linear functions f(t)=at realize every endpoint. Use case: Exercise 8.5.2; deriving scalar limsup/limit-set results from functional LIL.	strassen,functional-lil,endpoint-map,limit-set
ch9_exercise_method_backward_heat_martingale_template	Backward heat martingale template (proof-template)	For u_t=(1/2)Delta u, apply Ito to u(t-s,B_s); the time derivative cancels the Brownian drift and leaves a local martingale. Use case: Section 9.2 martingale checks and any backward parabolic uniqueness argument.	heat-equation,ito-formula,backward-time,martingale
ch9_exercise_method_bounded_heat_uniqueness	Bounded heat solution uniqueness by terminal martingale (proof-template)	Boundedness upgrades the backward local martingale to a uniformly integrable martingale; sending s up to t identifies u(t,x) with E_x f(B_t). Use case: Heat equation uniqueness and bounded parabolic Cauchy problems.	heat-equation,uniqueness,uniform-integrability
ch9_exercise_method_gaussian_approximate_identity	Gaussian approximate identity at t=0 (calculation-template)	Write B_t as sqrt(t)Z; bounded convergence proves E f(x_n+sqrt(t_n)Z) tends to f(x) when f is bounded continuous. Use case: Initial-condition verification for heat and Feynman-Kac formulas.	heat-kernel,initial-condition,bounded-convergence
ch9_exercise_method_heat_kernel_derivative_majorants	Heat-kernel derivative majorants (regularity-template)	On t bounded away from zero, derivatives of the Gaussian kernel are polynomial times a Gaussian, giving integrable majorants for differentiating under the integral. Use case: Proving C^{1,2} smoothing for heat semigroups.	heat-kernel,regularity,dominated-convergence
ch9_exercise_method_source_term_martingale	Source-term martingale for inhomogeneous heat equations (proof-template)	For u_t=(1/2)Delta u+g, add integral_0^s g(B_r)dr to u(t-s,B_s) so the drift cancels. Use case: Duhamel representation and source-term uniqueness.	duhamel,source-term,martingale
ch9_exercise_method_duhamel_uniqueness	Duhamel uniqueness from bounded martingales (proof-template)	A bounded inhomogeneous heat solution with zero initial data equals E_x integral_0^t g(B_s)ds by stopping the source-term martingale at s=t. Use case: Identifying source-forced heat solutions and occupation integrals.	duhamel,uniqueness,occupation-integral
ch9_exercise_method_markov_property_pde_verification	Short-time Markov-property PDE verification (calculation-template)	Use v(t+h,x)=E_x[v(t,B_h)+short-time reward], Taylor expand v(t,B_h), divide by h, and let h down to zero. Use case: Showing smooth Brownian representations solve heat, Poisson, and Feynman-Kac PDEs.	markov-property,taylor-expansion,pde-verification
ch9_exercise_method_holder_cancels_kernel_singularity	Holder cancellation for singular heat-source kernels (regularity-template)	Subtract g(x) inside P_s g(x)-g(x); Holder continuity gives O(s^{alpha/2}), offsetting the small-time singularity. Use case: Regularity of inhomogeneous heat and potential-kernel formulas.	holder-continuity,regularity,singular-kernel
ch9_exercise_method_exponential_weight_martingale	Exponential potential weight martingale (proof-template)	Multiply by exp(integral c(B_s)ds); the finite-variation product rule adds exactly the c u drift needed for cancellation. Use case: Feynman-Kac and Schrodinger martingale derivations.	feynman-kac,exponential-weight,martingale
ch9_exercise_method_feynman_kac_bounded_uniqueness	Bounded Feynman-Kac uniqueness (proof-template)	If c and u are bounded on finite time intervals, the weighted martingale is bounded; stopping at t gives u(t,x)=E_x[f(B_t)exp(integral_0^t c(B_s)ds)]. Use case: Parabolic PDEs with bounded multiplicative potentials.	feynman-kac,boundedness,uniqueness
ch9_exercise_method_smooth_feynman_kac_short_time_check	Smooth Feynman-Kac short-time check (calculation-template)	Use v(t+h,x)=E_x[e^{int_0^h c(B_s)ds}v(t,B_h)], then expand the Brownian move and the exponential to get v_t=(1/2)Delta v+c v. Use case: Verifying smooth Feynman-Kac representations solve the PDE.	feynman-kac,short-time,pde-verification
ch9_exercise_method_feynman_kac_duhamel_reduction	Feynman-Kac smoothness by Duhamel reduction (regularity-template)	Use e^{A_t}-1=integral_0^t c(B_s)e^{A_t-A_s}ds to decompose v into a heat solution plus an inhomogeneous heat solution with source c v. Use case: Regularity proofs for Feynman-Kac formulas with Holder f and c.	feynman-kac,duhamel,regularity
ch9_exercise_method_heat_semigroup_liouville	Liouville theorem via heat semigroup flattening (proof-template)	A bounded harmonic h satisfies h(x)=E h(x+B_t); as t grows, two Gaussian laws with fixed mean separation have vanishing total variation distance, so h(x)=h(y). Use case: Bounded harmonic functions on all of R^d.	liouville,harmonic-functions,heat-semigroup
ch9_exercise_method_recurrent_superharmonic_constancy	Recurrent Brownian motion forces nonnegative superharmonic functions constant (proof-template)	Nonnegative superharmonic functions yield supermartingales; in d=1,2 Brownian motion hits every small neighborhood, so optional stopping gives f(x)>=f(y) and symmetry gives equality. Use case: Superharmonic Liouville-type exercises in recurrent dimensions.	superharmonic,recurrence,optional-stopping
ch9_exercise_method_radial_superharmonic_high_dimension	Radial superharmonic examples in high dimension (example-pattern)	Use the radial Laplacian g''(r)+(d-1)g'(r)/r; functions such as (1+r^2)^{-(d-2)/2} are smooth nonconstant nonnegative superharmonic for d>=3. Use case: Constructing counterexamples to recurrent-dimensional constancy in transient dimensions.	radial-laplacian,superharmonic,dimension
ch9_exercise_method_escape_probability_nonuniqueness	Escape probability is the nonuniqueness direction (proof-template)	When Brownian motion can avoid exiting G, q(x)=P_x(tau=infinity) is a bounded zero-boundary harmonic function; all bounded zero-boundary solutions differ by c q. Use case: Dirichlet problems in domains where exit is not almost sure.	dirichlet-problem,nonuniqueness,escape-probability
ch9_exercise_method_flat_cone_regular_boundary	Flat cone boundary regularity (proof-template)	Use zeros of the perpendicular Brownian coordinate and the induced Cauchy trace on the hyperplane to show Brownian motion immediately hits a flat exterior cone. Use case: Checking regular boundary points under weaker geometric exterior conditions.	regular-boundary,cone-condition,brownian-trace
ch9_exercise_method_recurrent_ball_occupation_infinite	Infinite ball occupation in recurrent dimensions (proof-template)	Use recurrence to get infinitely many returns to a ball and the strong Markov property to sum positive occupation increments. Use case: Occupation-time dichotomy for Brownian motion in d<=2.	occupation-time,recurrence,strong-markov-property
ch9_exercise_method_transient_potential_kernel_gamma	Gamma change of variables for transient potential kernels (calculation-template)	For d>=3, integrate the heat kernel over time and use s=|x-y|^2/(2t) to get Gamma(d/2-1)/(2 pi^{d/2}) |x-y|^{2-d}. Use case: Green-function and expected occupation-density calculations.	potential-kernel,gamma-function,transience
ch9_exercise_method_recurrent_modified_potential_kernel	Modified potential kernels in recurrent dimensions (calculation-template)	Subtract a reference heat kernel before integrating over time; in d=1 this gives -|x-y| and in d=2 gives -(1/pi)log|x-y|. Use case: Using potential kernels when the full-space occupation integral diverges.	potential-kernel,recurrent-dimensions,renormalization
ch9_exercise_method_frullani_log_kernel	Frullani integral for the two-dimensional log kernel (calculation-template)	After u=1/(2t), the difference of two planar heat kernels becomes integral_0^infty (e^{-a^2u}-e^{-u})du/u=-2log a. Use case: Deriving the d=2 logarithmic potential kernel.	frullani,log-kernel,dimension-two
ch9_exercise_method_distributional_delta_normalization	Distributional delta normalization of Green kernels (proof-template)	Integrate by parts outside a small ball and let the radius shrink; the boundary flux fixes the constant so (1/2)Delta G=-delta_0. Use case: Checking Green-function constants and fundamental solutions.	distributional-laplacian,green-function,flux
ch9_exercise_method_exit_time_moment_recursion	Exit-time moment recursion (proof-template)	For m_n(x)=E_x tau^n, the Markov property or Dynkin formula gives (1/2)Delta m_n=-n m_{n-1} with zero boundary values. Use case: Computing higher moments of Brownian exit times.	exit-time,moment-recursion,poisson-equation
ch9_exercise_method_second_moment_poisson_system	Second exit-time moment Poisson system (calculation-template)	First solve (1/2)Delta v=-1 for v=E tau; then solve (1/2)Delta w=-2v for w=E tau^2, both with zero boundary values. Use case: Exercise 9.7.1 and second-moment exit-time computations.	exit-time,second-moment,poisson-equation
ch9_exercise_method_schrodinger_weighted_martingale	Schrodinger weighted martingale (proof-template)	For (1/2)Delta u+c u=0, Ito plus the finite-variation product rule makes u(B_t)exp(integral_0^t c(B_s)ds) a local martingale before exit. Use case: Boundary Feynman-Kac formulas for elliptic equations with potential.	schrodinger-equation,feynman-kac,martingale
ch9_exercise_method_gauge_integrability_condition	Gauge integrability condition (criterion)	Before applying boundary Feynman-Kac with positive potential, check w(x)=E_x exp(integral_0^tau c(B_s)ds); bounded c alone does not ensure finiteness. Use case: Avoiding false Schrodinger Feynman-Kac representations.	gauge,integrability,positive-potential
ch9_exercise_method_interval_eigenvalue_threshold	Interval eigenvalue threshold for exponential exit times (calculation-template)	For tau exiting (-a,a), solve (1/2)u''+gamma u=0 with boundary value one; finiteness holds exactly below gamma=pi^2/(8a^2). Use case: Explicit exponential exit-time moments and gauge blow-up examples.	exit-time,eigenvalue,interval
ch9_exercise_method_finite_gauge_boundary_feynman_kac	Finite-gauge boundary Feynman-Kac uniqueness (proof-template)	Finite bounded gauge controls the terminal exponential weight and kills the tail term, giving u(x)=E_x[f(B_tau)exp(integral_0^tau c(B_s)ds)]. Use case: Uniqueness of bounded Schrodinger Dirichlet solutions.	finite-gauge,dirichlet-problem,feynman-kac
ch9_exercise_method_smooth_schrodinger_local_exit_expansion	Local exit expansion for smooth Schrodinger representations (calculation-template)	Stop at a small ball, expand v(B_sigma) and exp(integral_0^sigma c(B_s)ds), then divide by E sigma to get (1/2)Delta v+c v=0. Use case: Verifying smooth Schrodinger Feynman-Kac formulas solve the PDE.	schrodinger-equation,local-exit,taylor-expansion
